in_channels,f_height,subsampling_factor,latency_mean
46,23,2,0.0939868506975472
51,23,1,0.0013063079677522182
51,23,2,0.10239789029583335
56,23,1,0.0010810000821948051
56,23,2,0.10963768931105733
61,23,1,0.0010776310227811337
61,23,2,0.16603096155449748
66,23,1,0.0010843505151569843
66,23,2,0.17658021999523044
71,23,1,0.001160530373454094
71,23,2,0.14120738953351974
76,23,1,0.001174339558929205
76,23,2,0.19515348132699728
81,23,1,0.0010795798152685165
81,23,2,0.20112205063924193
86,23,1,0.0010713585652410984
86,23,2,0.21254705963656306
91,23,1,0.0014522392302751541
91,23,2,0.21826436975970864
96,23,1,0.0010843388736248016
96,23,2,0.22703108144924045
101,23,1,0.0010875402949750423
101,23,2,0.24031167849898338
106,23,1,0.001211401540786028
106,23,2,0.25025160051882267
111,23,1,0.0010883202776312828
111,23,2,0.2156494790688157
116,23,1,0.0010723993182182312
116,23,2,0.26608148124068975
121,23,1,0.0010916683822870255
121,23,2,0.23043762892484665
126,23,1,0.0010700407437980175
126,23,2,0.25190677028149366
131,23,1,0.001328850630670786
131,23,2,0.2484053582884371
136,23,1,0.0010795798152685165
136,23,2,0.3047303087078035
141,23,1,0.0018474506214261055
141,23,2,0.2853378909640014
146,23,1,0.0010745995678007603
146,23,2,0.2681905101053417
1,24,1,0.001077260822057724
1,24,2,0.006996218580752611
6,24,1,0.001549550797790289
6,24,2,0.01815902069211006
11,24,1,0.0010762596502900124
11,24,2,0.029694060795009136
16,24,1,0.00108006177470088
16,24,2,0.05792050855234265
21,24,1,0.0010833190754055977
21,24,2,0.07402121089398861
26,24,1,0.0011940905824303627
26,24,2,0.0624039489775896
31,24,1,0.0011066277511417866
31,24,2,0.08260842878371477
36,24,1,0.0010795309208333492
36,24,2,0.08647595066577196
41,24,1,0.001083610113710165
41,24,2,0.13790555065497756
46,24,1,0.0010683294385671616
46,24,2,0.15375575050711632
51,24,1,0.0012489687651395798
51,24,2,0.1649044593796134
56,24,1,0.001074550673365593
56,24,2,0.17549632117152214
61,24,1,0.001079309731721878
61,24,2,0.18579418770968914
66,24,1,0.0011989986523985863
66,24,2,0.1968584186397493
71,24,1,0.0010899920016527176
71,24,2,0.19029696006327868
76,24,1,0.0010803504846990108
76,24,2,0.2215455984696746
81,24,1,0.0012878607958555222
81,24,2,0.18823583144694567
86,24,1,0.0010846392251551151
86,24,2,0.23960599908605218
91,24,1,0.0010889116674661636
91,24,2,0.24608030915260312
96,24,1,0.0010772398672997952
96,24,2,0.2663581003434956
101,24,1,0.0010918197222054005
101,24,2,0.22828632965683937
106,24,1,0.0010716402903199196
106,24,2,0.2731280098669231
111,24,1,0.0012838700786232948
111,24,2,0.30157649191096425
116,24,1,0.0010664202272891998
116,24,2,0.30182094080373645
121,24,1,0.0010850210674107075
121,24,2,0.3109352197498083
126,24,1,0.0010688393376767635
126,24,2,0.2677277382463217
131,24,1,0.0010863295756280422
131,24,2,0.3261126112192869
136,24,1,0.0010773702524602413
136,24,2,0.3319144109264016
141,24,1,0.001085589174181223
141,24,2,0.3423714102245867
146,24,1,0.0010842503979802132
146,24,2,0.36103885853663087
1,25,1,0.0011870404705405235
1,25,2,0.00937687000259757
6,25,1,0.0010790000669658184
6,25,2,0.021963019389659166
11,25,1,0.0010749604552984238
11,25,2,0.05210224073380232
16,25,1,0.0010748906061053276
16,25,2,0.05798686062917113
21,25,1,0.0010900385677814484
21,25,2,0.052059669978916645
26,25,1,0.0010717310942709446
26,25,2,0.06310085067525506
31,25,1,0.00109103973954916
31,25,2,0.07486409042030573
36,25,1,0.0010079704225063324
36,25,2,0.12252304004505275
41,25,1,0.00107879051938653
41,25,2,0.1174024399369955
46,25,1,0.0010677706450223923
46,25,2,0.15413101064041257
51,25,1,0.0010842503979802132
51,25,2,0.11953009990975261
56,25,1,0.0010763411410152912
56,25,2,0.17530116951093078
61,25,1,0.0011448306031525135
61,25,2,0.15940651996061206
66,25,1,0.0010783504694700241
66,25,2,0.1544986804947257
71,25,1,0.001083791721612215
71,25,2,0.16499191988259554
76,25,1,0.0010839896276593208
76,25,2,0.31158769968897104
81,25,1,0.002070469781756401
81,25,2,0.19846337847411633
86,25,1,0.0010704109445214272
86,25,2,0.20349247846752405
91,25,1,0.0010935915634036064
91,25,2,0.25264917872846127
96,25,1,0.001089470461010933
96,25,2,0.2551604900509119
101,25,1,0.0013911398127675056
101,25,2,0.27199435979127884
106,25,1,0.0010764203034341335
106,25,2,0.25913952849805355
111,25,1,0.0010791188105940819
111,25,2,0.2564164809882641
116,25,1,0.0010744808241724968
116,25,2,0.2526660403236747
121,25,1,0.0010887393727898598
121,25,2,0.27231940999627113
126,25,1,0.0012227403931319714
126,25,2,0.32840854953974485
131,25,1,0.001082459930330515
131,25,2,0.2831679116934538
136,25,1,0.0022464198991656303
136,25,2,0.3017037594690919
141,25,1,0.0010814680717885494
141,25,2,0.31688219867646694
146,25,1,0.0010981503874063492
146,25,2,0.3282187203876674
1,26,1,0.0010859710164368153
1,26,2,0.007246450986713171
6,26,1,0.0014651007950305939
6,26,2,0.020605609752237797
11,26,1,0.0010914099402725697
11,26,2,0.047805479262024164
16,26,1,0.001067060511559248
16,26,2,0.04920321051031351
21,26,1,0.0010809511877596378
21,26,2,0.08532831212505698
26,26,1,0.0010670116171240807
26,26,2,0.10455107083544135
31,26,1,0.0010785204358398914
31,26,2,0.08501306874677539
36,26,1,0.0010731001384556293
36,26,2,0.09900627192109823
41,26,1,0.001082010567188263
41,26,2,0.11178249027580023
46,26,1,0.001075428444892168
46,26,2,0.12407083995640276
51,26,1,0.001077498309314251
51,26,2,0.1839251909404993
56,26,1,0.0010687601752579212
56,26,2,0.19364405190572143
61,26,1,0.0010823598131537437
61,26,2,0.2061911392956972
66,26,1,0.0010850210674107075
66,26,2,0.21901424042880535
71,26,1,0.0011020596139132977
71,26,2,0.23377554025501013
76,26,1,0.0012896792031824589
76,26,2,0.2431367989629507
81,26,1,0.0010980991646647453
81,26,2,0.21101004909723997
86,26,1,0.0011005904525518417
86,26,2,0.22586771054193377
91,26,1,0.0010837498120963573
91,26,2,0.2774727903306484
96,26,1,0.0010730000212788582
96,26,2,0.28686639852821827
101,26,1,0.001267939805984497
101,26,2,0.3022403991781175
106,26,1,0.001156229991465807
106,26,2,0.30100767966359854
111,26,1,0.001239560078829527
111,26,2,0.32259549014270306
116,26,1,0.0010710209608078003
116,26,2,0.3370734304189682
121,26,1,0.0010915100574493408
121,26,2,0.3690418810583651
126,26,1,0.0010697683319449425
126,26,2,0.36732662934809923
131,26,1,0.001074529718607664
131,26,2,0.36210882011801004
136,26,1,0.0012998399324715137
136,26,2,0.3497130097821355
141,26,1,0.001078920904546976
141,26,2,0.397884261328727
146,26,1,0.0010759709402918816
146,26,2,0.41659221053123474
1,27,1,0.0010811607353389263
1,27,2,0.007212900090962648
6,27,1,0.0010860292240977287
6,27,2,0.021045010071247816
11,27,1,0.0012257113121449947
11,27,2,0.04795048851519823
16,27,1,0.0010763108730316162
16,27,2,0.04790551960468292
21,27,1,0.001085589174181223
21,27,2,0.05989594850689173
26,27,1,0.0010698218829929829
26,27,2,0.10417492128908634
31,27,1,0.0010807206854224205
31,27,2,0.08658023085445166
36,27,1,0.0010727113112807274
36,27,2,0.10348274139687419
41,27,1,0.0010814890265464783
41,27,2,0.1263431296683848
46,27,1,0.0010693911463022232
46,27,2,0.12481187004595995
51,27,1,0.0010776915587484837
51,27,2,0.13826982118189335
56,27,1,0.0010778405703604221
56,27,2,0.15767341945320368
61,27,1,0.0010732398368418217
61,27,2,0.20840478129684925
66,27,1,0.0015209917910397053
66,27,2,0.17907352885231376
71,27,1,0.001263211015611887
71,27,2,0.19233085913583636
76,27,1,0.0010731397196650505
76,27,2,0.24800778133794665
81,27,1,0.0010823900811374187
81,27,2,0.2220808109268546
86,27,1,0.001250158529728651
86,27,2,0.23121818201616406
91,27,1,0.0010810187086462975
91,27,2,0.28679070994257927
96,27,1,0.0011001084931194782
96,27,2,0.2981281513348222
101,27,1,0.001098020002245903
101,27,2,0.30274480814114213
106,27,1,0.0010693189688026905
106,27,2,0.29149306006729603
111,27,1,0.0010784179903566837
111,27,2,0.2888071397319436
116,27,1,0.0010732701048254967
116,27,2,0.2861933596432209
121,27,1,0.0010921014472842216
121,27,2,0.30556628946214914
126,27,1,0.0010849605314433575
126,27,2,0.37044899072498083
131,27,1,0.0010821991600096226
131,27,2,0.3817010298371315
136,27,1,0.0010726996697485447
136,27,2,0.3732320200651884
141,27,1,0.0012793391942977905
141,27,2,0.3494987590238452
146,27,1,0.001082520466297865
146,27,2,0.369001601357013
1,28,1,0.0010825693607330322
1,28,2,0.010451290290802717
6,28,1,0.001569709274917841
6,28,2,0.03208687994629145
11,28,1,0.0015920703299343586
11,28,2,0.03709911135956645
16,28,1,0.00107503030449152
16,28,2,0.05193044897168875
21,28,1,0.0010832701809704304
21,28,2,0.09675861103460193
26,28,1,0.0010711909271776676
26,28,2,0.0814667297527194
31,28,1,0.0010881805792450905
31,28,2,0.09509708965197206
36,28,1,0.0010742503218352795
36,28,2,0.11269854847341776
41,28,1,0.0010778382420539856
41,28,2,0.17196072963997722
46,28,1,0.0010882201604545116
46,28,2,0.18805454950779676
51,28,1,0.0010874518193304539
51,28,2,0.19742339849472046
56,28,1,0.0010730791836977005
56,28,2,0.2109905402176082
61,28,1,0.00108618987724185
61,28,2,0.1812917715869844
66,28,1,0.0010817497968673706
66,28,2,0.1940826210193336
71,28,1,0.0010890699923038483
71,28,2,0.2557566901668906
76,28,1,0.0010814215056598186
76,28,2,0.264761121943593
81,28,1,0.0011043017730116844
81,28,2,0.27810489060357213
86,28,1,0.0012413389049470425
86,28,2,0.3000759007409215
91,28,1,0.0010830000974237919
91,28,2,0.31577514950186014
96,28,1,0.0010710605420172215
96,28,2,0.33022884046658874
101,28,1,0.0010866811498999596
101,28,2,0.3456420893780887
106,28,1,0.001543539110571146
106,28,2,0.5259263911284506
111,28,1,0.0013744109310209751
111,28,2,0.3728027897886932
116,28,1,0.0010994006879627705
116,28,2,0.392503309994936
121,28,1,0.0010765297338366508
121,28,2,0.3441263805143535
126,28,1,0.0010814610868692398
126,28,2,0.3578659310005605
131,28,1,0.0011738389730453491
131,28,2,0.4232796304859221
136,28,1,0.001077109482139349
136,28,2,0.4281597980298102
141,28,1,0.001079300418496132
141,28,2,0.40119251934811473
146,28,1,0.001095340121537447
146,28,2,0.44260413851588964
1,29,1,0.001087728887796402
1,29,2,0.007752799428999423
6,29,1,0.0010730698704719543
6,29,2,0.022389311343431473
11,29,1,0.0010830187238752842
11,29,2,0.0539437192492187
16,29,1,0.0010675005614757538
16,29,2,0.0755009101703763
21,29,1,0.0010851514525711536
21,29,2,0.09692003950476646
26,29,1,0.0010776892304420471
26,29,2,0.11827172012999654
31,29,1,0.0010816915892064571
31,29,2,0.1395916286855936
36,29,1,0.0010739988647401333
36,29,2,0.10929370066151023
41,29,1,0.0010810792446136475
41,29,2,0.17215142026543617
46,29,1,0.0010742107406258583
46,29,2,0.18688573967665434
51,29,1,0.0012619583867490292
51,29,2,0.15619740122929215
56,29,1,0.0012655393220484257
56,29,2,0.21616851910948753
61,29,1,0.0010735401883721352
61,29,2,0.2257182402536273
66,29,1,0.0010848999954760075
66,29,2,0.19691785098984838
71,29,1,0.001652599312365055
71,29,2,0.21808608202263713
76,29,1,0.0013198889791965485
76,29,2,0.2678263792768121
81,29,1,0.0010796915739774704
81,29,2,0.26957119116559625
86,29,1,0.0010703015141189098
86,29,2,0.25041579036042094
91,29,1,0.0010754214599728584
91,29,2,0.3164788498543203
96,29,1,0.0010669184848666191
96,29,2,0.304774169344455
101,29,1,0.0010767695493996143
101,29,2,0.3259591478854418
106,29,1,0.0010751187801361084
106,29,2,0.3085882915183902
111,29,1,0.0013575190678238869
111,29,2,0.3603641106747091
116,29,1,0.0010745110921561718
116,29,2,0.37501967046409845
121,29,1,0.0010745110921561718
121,29,2,0.39423858979716897
126,29,1,0.001074438914656639
126,29,2,0.4047163715586066
131,29,1,0.001075428444892168
131,29,2,0.40462412871420383
136,29,1,0.0010735401883721352
136,29,2,0.41528566973283887
141,29,1,0.0013264594599604607
141,29,2,0.4584363801404834
146,29,1,0.0013086688704788685
146,29,2,0.44341318076476455
1,30,1,0.0010850513353943825
1,30,2,0.008623090106993914
6,30,1,0.0010740500874817371
6,30,2,0.025379830040037632
11,30,1,0.0010773190297186375
11,30,2,0.046753191854804754
16,30,1,0.0010679708793759346
16,30,2,0.05943578900769353
21,30,1,0.001786588691174984
21,30,2,0.11103393044322729
26,30,1,0.0010802899487316608
26,30,2,0.13730722945183516
31,30,1,0.0010856380686163902
31,30,2,0.1584855793043971
36,30,1,0.0010695704258978367
36,30,2,0.12932468904182315
41,30,1,0.001084029208868742
41,30,2,0.14779170975089073
46,30,1,0.0010737916454672813
46,30,2,0.20889528095722198
51,30,1,0.001088031567633152
51,30,2,0.22485211957246065
56,30,1,0.001253378577530384
56,30,2,0.23894893005490303
61,30,1,0.0010950816795229912
61,30,2,0.2511852397583425
66,30,1,0.0010732188820838928
66,30,2,0.26747695868834853
71,30,1,0.0012495112605392933
71,30,2,0.2898211497813463
76,30,1,0.0012452201917767525
76,30,2,0.30296027893200517
81,30,1,0.0010843388736248016
81,30,2,0.3207476600073278
86,30,1,0.0010774098336696625
86,30,2,0.34652912989258766
91,30,1,0.0010954099707305431
91,30,2,0.35331950057297945
96,30,1,0.0011941487900912762
96,30,2,0.3738274797797203
101,30,1,0.001091519370675087
101,30,2,0.36364065017551184
106,30,1,0.0010747392661869526
106,30,2,0.36486363038420677
111,30,1,0.0010834704153239727
111,30,2,0.35614293068647385
116,30,1,0.0010776892304420471
116,30,2,0.4468119191005826
121,30,1,0.0012291688472032547
121,30,2,0.4204008588567376
126,30,1,0.001089570578187704
126,30,2,0.48651563934981823
131,30,1,0.0010875705629587173
131,30,2,0.4996604402549565
136,30,1,0.0010686693713068962
136,30,2,0.5122604686766863
141,30,1,0.0010796403512358665
141,30,2,0.571309020742774
146,30,1,0.0010795099660754204
146,30,2,0.5228169285692275
1,31,1,0.0012559699825942516
1,31,2,0.008013809565454721
6,31,1,0.0012901099398732185
6,31,2,0.025301058776676655
11,31,1,0.001076720654964447
11,31,2,0.06103170104324818
16,31,1,0.001079461071640253
16,31,2,0.08681640960276127
21,31,1,0.0010910001583397388
21,31,2,0.11066631879657507
26,31,1,0.001312941312789917
26,31,2,0.13580630999058485
31,31,1,0.0010730093345046043
31,31,2,0.11352014960721135
36,31,1,0.0010753097012639046
36,31,2,0.12966510141268373
41,31,1,0.0010766508057713509
41,31,2,0.15095572220161557
46,31,1,0.0032989191822707653
46,31,2,0.16346294898539782
51,31,1,0.0010853284038603306
51,31,2,0.18410204909741879
56,31,1,0.0011457083746790886
56,31,2,0.3168445988558233
61,31,1,0.0019012903794646263
61,31,2,0.21779811941087246
66,31,1,0.0010795798152685165
66,31,2,0.2753899502567947
71,31,1,0.0010985392145812511
71,31,2,0.2752753300592303
76,31,1,0.0010729092173278332
76,31,2,0.3116357489489019
81,31,1,0.0010803807526826859
81,31,2,0.32933330861851573
86,31,1,0.0012852600775659084
86,31,2,0.3445390216074884
91,31,1,0.001082560047507286
91,31,2,0.3188936598598957
96,31,1,0.0010666507296264172
96,31,2,0.33593992004171014
101,31,1,0.0010902783833444118
101,31,2,0.36544276867061853
106,31,1,0.0010769790969789028
106,31,2,0.36788308061659336
111,31,1,0.0010771304368972778
111,31,2,0.3702224907465279
116,31,1,0.0010747299529612064
116,31,2,0.3668809914961457
121,31,1,0.0010855612345039845
121,31,2,0.42750912019982934
126,31,1,0.002303081564605236
126,31,2,0.4504338791593909
131,31,1,0.0010950607247650623
131,31,2,0.43508996022865176
136,31,1,0.0010732095688581467
136,31,2,0.4697932000271976
141,31,1,0.0010913400910794735
141,31,2,0.49554342869669193
146,31,1,0.0010810489766299725
146,31,2,0.5513487197458744
1,32,1,0.0010858802124857903
1,32,2,0.008749088738113642
6,32,1,0.0011668610386550426
6,32,2,0.029419180937111378
11,32,1,0.0010922597721219063
11,32,2,0.04779089940711856
16,32,1,0.0010773609392344952
16,32,2,0.09729939978569746
21,32,1,0.0010825693607330322
21,32,2,0.12636264087632298
26,32,1,0.002315670717507601
26,32,2,0.15308334026485682
31,32,1,0.0010839290916919708
31,32,2,0.12662921100854874
36,32,1,0.001230838242918253
36,32,2,0.19175878958776593
41,32,1,0.0010772119276225567
41,32,2,0.1673633698374033
46,32,1,0.001069800928235054
46,32,2,0.2208319609053433
51,32,1,0.0010775798000395298
51,32,2,0.20425084978342056
56,32,1,0.0017328490503132343
56,32,2,0.26369716972112656
61,32,1,0.0010839104652404785
61,32,2,0.24469944881275293
66,32,1,0.0010764598846435547
66,32,2,0.3053154097869992
71,32,1,0.0010823504999279976
71,32,2,0.36360148806124926
76,32,1,0.001078709028661251
76,32,2,0.2954743383452296
81,32,1,0.0010874611325562
81,32,2,0.3242005710490048
86,32,1,0.0010720989666879177
86,32,2,0.38456968031823635
91,32,1,0.0010772398672997952
91,32,2,0.40429754881188273
96,32,1,0.0010786904022097588
96,32,2,0.3922319388948381
101,32,1,0.0012818584218621254
101,32,2,0.4503692500293255
106,32,1,0.001317670103162527
106,32,2,0.42540684109553695
111,32,1,0.0010910513810813427
111,32,2,0.48416581004858017
116,32,1,0.00107120955362916
116,32,2,0.5066023604013026
121,32,1,0.001092150341719389
121,32,2,0.5301202787086368
126,32,1,0.0010752887465059757
126,32,2,0.5403684382326901
131,32,1,0.001089540310204029
131,32,2,0.5324351787567139
136,32,1,0.001069740392267704
136,32,2,0.5478787398897111
141,32,1,0.0012736092321574688
141,32,2,0.5471960199065506
146,32,1,0.0010929000563919544
146,32,2,0.5733599606901407
